Property_Index,SalePrice,Investment_Score,Risk_Score,ROI_Potential,Gross_Yield,Estimated_Rent,Recommendation,Recommendation_Reason
673,257500.0,68.2,0,30,9.6,2060.0,CONSIDER,Value-add opportunity with good potential
674,140000.0,59.2,0,10,9.6,1120.0,HOLD,Monitor for better entry point
675,148500.0,50.7,15,0,9.6,1188.0,HOLD,Monitor for better entry point
676,87000.0,38.7,55,10,9.6,696.0,AVOID,High risk or poor return potential
677,109500.0,60.2,30,30,9.6,876.0,CONSIDER,Value-add opportunity with good potential
678,372500.0,66.2,0,30,9.6,2980.0,CONSIDER,Value-add opportunity with good potential
679,128500.0,58.2,0,10,9.6,1028.0,HOLD,Monitor for better entry point
680,143000.0,54.2,0,0,9.6,1144.0,HOLD,Monitor for better entry point
681,159434.0,44.7,45,10,9.6,1275.472,AVOID,High risk or poor return potential
682,173000.0,49.7,15,0,9.6,1384.0,AVOID,High risk or poor return potential
683,285000.0,66.2,0,30,9.6,2280.0,CONSIDER,Value-add opportunity with good potential
684,221000.0,60.2,0,15,9.6,1768.0,CONSIDER,Value-add opportunity with good potential
685,207500.0,60.2,0,15,9.6,1660.0,CONSIDER,Value-add opportunity with good potential
686,227875.0,67.2,0,30,9.6,1823.0,CONSIDER,Value-add opportunity with good potential
687,148800.0,66.2,0,30,9.6,1190.4,CONSIDER,Value-add opportunity with good potential
688,392000.0,67.2,0,30,9.6,3136.0,CONSIDER,Value-add opportunity with good potential
689,194700.0,66.2,0,30,9.6,1557.6000000000001,CONSIDER,Value-add opportunity with good potential
690,141000.0,61.7,15,30,9.6,1128.0,CONSIDER,Value-add opportunity with good potential
691,755000.0,55.2,0,0,9.6,6040.0,HOLD,Monitor for better entry point
692,335000.0,54.2,0,0,9.6,2680.0,HOLD,Monitor for better entry point
693,108480.0,50.2,30,10,9.6,867.84,HOLD,Monitor for better entry point
694,141500.0,50.2,30,10,9.6,1132.0,HOLD,Monitor for better entry point
695,176000.0,55.2,0,0,9.6,1408.0,HOLD,Monitor for better entry point
696,89000.0,59.2,30,30,9.6,712.0,HOLD,Monitor for better entry point
697,123500.0,68.2,0,30,9.6,988.0,CONSIDER,Value-add opportunity with good potential
698,138500.0,69.2,0,30,9.6,1108.0,CONSIDER,Value-add opportunity with good potential
699,196000.0,61.7,15,30,9.6,1568.0,CONSIDER,Value-add opportunity with good potential
700,312500.0,66.2,0,30,9.6,2500.0,CONSIDER,Value-add opportunity with good potential
701,140000.0,58.2,0,10,9.6,1120.0,HOLD,Monitor for better entry point
702,361919.0,66.2,0,30,9.6,2895.352,CONSIDER,Value-add opportunity with good potential
703,140000.0,61.2,30,30,9.6,1120.0,CONSIDER,Value-add opportunity with good potential
704,213000.0,66.2,0,30,9.6,1704.0,CONSIDER,Value-add opportunity with good potential
705,55000.0,49.2,30,10,9.6,440.0,AVOID,High risk or poor return potential
706,302000.0,60.2,0,15,9.6,2416.0,CONSIDER,Value-add opportunity with good potential
707,254000.0,66.2,0,30,9.6,2032.0,CONSIDER,Value-add opportunity with good potential
708,179540.0,66.2,0,30,9.6,1436.32,CONSIDER,Value-add opportunity with good potential
709,109900.0,68.2,0,30,9.600000000000001,879.2,CONSIDER,Value-add opportunity with good potential
710,52000.0,45.7,45,10,9.6,416.0,AVOID,High risk or poor return potential
711,102776.0,53.2,50,30,9.6,822.208,HOLD,Monitor for better entry point
712,189000.0,49.7,15,0,9.6,1512.0,AVOID,High risk or poor return potential
713,129000.0,54.2,0,0,9.6,1032.0,HOLD,Monitor for better entry point
714,130500.0,71.2,0,35,9.6,1044.0,BUY,Solid investment with good risk-adjusted returns
715,165000.0,54.2,0,0,9.6,1320.0,HOLD,Monitor for better entry point
716,159500.0,60.2,30,30,9.6,1276.0,CONSIDER,Value-add opportunity with good potential
717,157000.0,55.2,0,0,9.6,1256.0,HOLD,Monitor for better entry point
718,341000.0,54.2,0,0,9.6,2728.0,HOLD,Monitor for better entry point
719,128500.0,59.2,0,10,9.6,1028.0,HOLD,Monitor for better entry point
720,275000.0,60.2,0,15,9.6,2200.0,CONSIDER,Value-add opportunity with good potential
721,143000.0,61.7,15,30,9.6,1144.0,CONSIDER,Value-add opportunity with good potential
722,124500.0,64.2,0,20,9.6,996.0,CONSIDER,Value-add opportunity with good potential
723,135000.0,59.2,0,10,9.6,1080.0,HOLD,Monitor for better entry point
724,320000.0,66.2,0,30,9.6,2560.0,CONSIDER,Value-add opportunity with good potential
725,120500.0,55.2,0,0,9.6,964.0,HOLD,Monitor for better entry point
726,222000.0,66.2,0,20,9.6,1776.0,CONSIDER,Value-add opportunity with good potential
727,194500.0,66.2,0,30,9.6,1556.0,CONSIDER,Value-add opportunity with good potential
728,110000.0,58.2,0,10,9.6,880.0,HOLD,Monitor for better entry point
729,103000.0,49.2,30,10,9.6,824.0,AVOID,High risk or poor return potential
730,236500.0,54.2,0,0,9.6,1892.0,HOLD,Monitor for better entry point
731,187500.0,66.2,0,30,9.6,1500.0,CONSIDER,Value-add opportunity with good potential
732,222500.0,54.2,0,0,9.6,1780.0,HOLD,Monitor for better entry point
733,131400.0,59.2,0,10,9.600000000000001,1051.2,HOLD,Monitor for better entry point
734,108000.0,58.2,0,10,9.6,864.0,HOLD,Monitor for better entry point
735,163000.0,59.2,30,30,9.6,1304.0,HOLD,Monitor for better entry point
736,93500.0,57.2,0,10,9.6,748.0,HOLD,Monitor for better entry point
737,239900.0,72.2,0,45,9.6,1919.2,BUY,Solid investment with good risk-adjusted returns
738,179000.0,54.2,0,0,9.6,1432.0,HOLD,Monitor for better entry point
739,190000.0,66.2,0,30,9.6,1520.0,CONSIDER,Value-add opportunity with good potential
740,132000.0,59.2,30,30,9.6,1056.0,HOLD,Monitor for better entry point
741,142000.0,69.2,0,30,9.6,1136.0,CONSIDER,Value-add opportunity with good potential
742,179000.0,54.2,0,0,9.6,1432.0,HOLD,Monitor for better entry point
743,175000.0,59.2,0,10,9.6,1400.0,HOLD,Monitor for better entry point
744,180000.0,54.2,0,0,9.6,1440.0,HOLD,Monitor for better entry point
745,299800.0,66.2,0,20,9.600000000000001,2398.4,CONSIDER,Value-add opportunity with good potential
746,236000.0,54.2,0,0,9.6,1888.0,HOLD,Monitor for better entry point
747,265979.0,59.2,30,30,9.6,2127.832,HOLD,Monitor for better entry point
748,260400.0,54.2,0,0,9.6,2083.2,HOLD,Monitor for better entry point
749,98000.0,48.7,25,10,9.6,784.0,AVOID,High risk or poor return potential
750,96500.0,59.2,30,30,9.6,772.0,HOLD,Monitor for better entry point
751,162000.0,66.2,0,30,9.6,1296.0,CONSIDER,Value-add opportunity with good potential
752,217000.0,54.2,0,0,9.6,1736.0,HOLD,Monitor for better entry point
753,275500.0,66.2,0,30,9.6,2204.0,CONSIDER,Value-add opportunity with good potential
754,156000.0,69.2,0,30,9.6,1248.0,CONSIDER,Value-add opportunity with good potential
755,172500.0,49.7,15,0,9.6,1380.0,AVOID,High risk or poor return potential
756,212000.0,66.2,0,30,9.6,1696.0,CONSIDER,Value-add opportunity with good potential
757,158900.0,60.2,0,15,9.600000000000001,1271.2,CONSIDER,Value-add opportunity with good potential
758,179400.0,49.7,15,0,9.6,1435.2,AVOID,High risk or poor return potential
759,290000.0,54.2,0,0,9.6,2320.0,HOLD,Monitor for better entry point
760,127500.0,59.2,0,10,9.6,1020.0,HOLD,Monitor for better entry point
761,100000.0,49.2,30,10,9.6,800.0,AVOID,High risk or poor return potential
762,215200.0,66.2,0,30,9.6,1721.6000000000001,CONSIDER,Value-add opportunity with good potential
763,337000.0,54.2,0,0,9.6,2696.0,HOLD,Monitor for better entry point
764,270000.0,60.2,0,15,9.6,2160.0,CONSIDER,Value-add opportunity with good potential
765,264132.0,66.2,0,30,9.6,2113.056,CONSIDER,Value-add opportunity with good potential
766,196500.0,54.2,0,0,9.6,1572.0,HOLD,Monitor for better entry point
767,160000.0,68.2,0,30,9.6,1280.0,CONSIDER,Value-add opportunity with good potential
768,216837.0,66.2,0,30,9.600000000000001,1734.6960000000001,CONSIDER,Value-add opportunity with good potential
769,538000.0,72.2,0,45,9.6,4304.0,BUY,Solid investment with good risk-adjusted returns
770,134900.0,60.2,0,15,9.600000000000001,1079.2,CONSIDER,Value-add opportunity with good potential
771,102000.0,58.2,0,10,9.6,816.0,HOLD,Monitor for better entry point
772,107000.0,54.2,0,0,9.6,856.0,HOLD,Monitor for better entry point
773,114500.0,58.2,0,10,9.6,916.0,HOLD,Monitor for better entry point
774,395000.0,66.2,0,30,9.6,3160.0,CONSIDER,Value-add opportunity with good potential
775,162000.0,49.7,15,0,9.6,1296.0,AVOID,High risk or poor return potential
776,221500.0,66.2,0,30,9.6,1772.0,CONSIDER,Value-add opportunity with good potential
777,142500.0,54.2,0,0,9.6,1140.0,HOLD,Monitor for better entry point
778,144000.0,54.2,0,0,9.6,1152.0,HOLD,Monitor for better entry point
779,135000.0,54.2,0,0,9.6,1080.0,HOLD,Monitor for better entry point
780,176000.0,54.2,0,0,9.6,1408.0,HOLD,Monitor for better entry point
781,175900.0,54.2,0,0,9.6,1407.2,HOLD,Monitor for better entry point
782,187100.0,66.2,0,30,9.6,1496.8,CONSIDER,Value-add opportunity with good potential
783,165500.0,55.2,0,0,9.6,1324.0,HOLD,Monitor for better entry point
784,128000.0,50.2,30,10,9.6,1024.0,HOLD,Monitor for better entry point
785,161500.0,58.2,0,10,9.6,1292.0,HOLD,Monitor for better entry point
786,139000.0,50.2,30,10,9.6,1112.0,HOLD,Monitor for better entry point
787,233000.0,66.2,0,30,9.6,1864.0,CONSIDER,Value-add opportunity with good potential
788,107900.0,68.2,0,30,9.600000000000001,863.2,CONSIDER,Value-add opportunity with good potential
789,187500.0,69.2,0,30,9.6,1500.0,CONSIDER,Value-add opportunity with good potential
790,160200.0,61.7,15,30,9.6,1281.6000000000001,CONSIDER,Value-add opportunity with good potential
791,146800.0,54.2,0,0,9.6,1174.4,HOLD,Monitor for better entry point
792,269790.0,60.2,0,15,9.600000000000001,2158.32,CONSIDER,Value-add opportunity with good potential
793,225000.0,66.2,0,30,9.6,1800.0,CONSIDER,Value-add opportunity with good potential
794,194500.0,54.2,0,0,9.6,1556.0,HOLD,Monitor for better entry point
795,171000.0,55.2,0,0,9.6,1368.0,HOLD,Monitor for better entry point
796,143500.0,54.2,0,0,9.6,1148.0,HOLD,Monitor for better entry point
797,110000.0,58.2,0,10,9.6,880.0,HOLD,Monitor for better entry point
798,485000.0,66.2,0,30,9.6,3880.0,CONSIDER,Value-add opportunity with good potential
799,175000.0,59.2,30,30,9.6,1400.0,HOLD,Monitor for better entry point
800,200000.0,54.2,0,0,9.6,1600.0,HOLD,Monitor for better entry point
801,109900.0,54.7,45,30,9.600000000000001,879.2,HOLD,Monitor for better entry point
802,189000.0,66.2,0,30,9.6,1512.0,CONSIDER,Value-add opportunity with good potential
803,582933.0,66.2,0,30,9.6,4663.464,CONSIDER,Value-add opportunity with good potential
804,118000.0,58.2,0,10,9.6,944.0,HOLD,Monitor for better entry point
805,227680.0,66.2,0,30,9.6,1821.44,CONSIDER,Value-add opportunity with good potential
806,135500.0,58.2,0,10,9.6,1084.0,HOLD,Monitor for better entry point
807,223500.0,50.2,30,10,9.6,1788.0,HOLD,Monitor for better entry point
808,159950.0,58.2,0,10,9.6,1279.6000000000001,HOLD,Monitor for better entry point
809,106000.0,49.2,30,10,9.6,848.0,AVOID,High risk or poor return potential
810,181000.0,55.2,0,0,9.6,1448.0,HOLD,Monitor for better entry point
811,144500.0,61.7,15,30,9.6,1156.0,CONSIDER,Value-add opportunity with good potential
812,55993.0,52.2,20,10,9.6,447.944,HOLD,Monitor for better entry point
813,157900.0,59.2,0,10,9.600000000000001,1263.2,HOLD,Monitor for better entry point
814,116000.0,59.2,30,30,9.6,928.0,HOLD,Monitor for better entry point
815,224900.0,60.2,0,15,9.6,1799.2,CONSIDER,Value-add opportunity with good potential
816,137000.0,59.2,0,10,9.6,1096.0,HOLD,Monitor for better entry point
817,271000.0,72.2,0,45,9.6,2168.0,BUY,Solid investment with good risk-adjusted returns
818,155000.0,64.2,0,20,9.6,1240.0,CONSIDER,Value-add opportunity with good potential
819,224000.0,66.2,0,30,9.6,1792.0,CONSIDER,Value-add opportunity with good potential
820,183000.0,72.2,0,45,9.6,1464.0,BUY,Solid investment with good risk-adjusted returns
821,93000.0,57.2,0,10,9.6,744.0,HOLD,Monitor for better entry point
822,225000.0,66.2,0,30,9.6,1800.0,CONSIDER,Value-add opportunity with good potential
823,139500.0,68.2,0,30,9.6,1116.0,CONSIDER,Value-add opportunity with good potential
824,232600.0,66.2,0,30,9.6,1860.8,CONSIDER,Value-add opportunity with good potential
825,385000.0,66.2,0,30,9.6,3080.0,CONSIDER,Value-add opportunity with good potential
826,109500.0,50.2,30,10,9.6,876.0,HOLD,Monitor for better entry point
827,189000.0,66.2,0,30,9.6,1512.0,CONSIDER,Value-add opportunity with good potential
828,185000.0,64.2,0,25,9.6,1480.0,CONSIDER,Value-add opportunity with good potential
829,147400.0,61.7,15,30,9.600000000000001,1179.2,CONSIDER,Value-add opportunity with good potential
830,166000.0,58.2,0,10,9.6,1328.0,HOLD,Monitor for better entry point
831,151000.0,61.7,15,30,9.6,1208.0,CONSIDER,Value-add opportunity with good potential
832,237000.0,73.2,0,45,9.6,1896.0,BUY,Solid investment with good risk-adjusted returns
833,167000.0,59.2,0,10,9.6,1336.0,HOLD,Monitor for better entry point
834,139950.0,59.2,0,10,9.6,1119.6000000000001,HOLD,Monitor for better entry point
835,128000.0,68.2,0,30,9.6,1024.0,CONSIDER,Value-add opportunity with good potential
836,153500.0,59.2,0,10,9.6,1228.0,HOLD,Monitor for better entry point
837,100000.0,49.7,15,0,9.6,800.0,AVOID,High risk or poor return potential
838,144000.0,55.2,0,0,9.6,1152.0,HOLD,Monitor for better entry point
839,130500.0,59.2,0,10,9.6,1044.0,HOLD,Monitor for better entry point
840,140000.0,60.2,30,30,9.6,1120.0,CONSIDER,Value-add opportunity with good potential
841,157500.0,60.2,30,30,9.6,1260.0,CONSIDER,Value-add opportunity with good potential
842,174900.0,68.2,0,30,9.6,1399.2,CONSIDER,Value-add opportunity with good potential
843,141000.0,57.2,0,10,9.6,1128.0,HOLD,Monitor for better entry point
844,153900.0,60.2,30,30,9.600000000000001,1231.2,CONSIDER,Value-add opportunity with good potential
845,171000.0,60.2,0,15,9.6,1368.0,CONSIDER,Value-add opportunity with good potential
846,213000.0,54.2,0,0,9.6,1704.0,HOLD,Monitor for better entry point
847,133500.0,61.2,0,15,9.6,1068.0,CONSIDER,Value-add opportunity with good potential
848,240000.0,60.2,30,30,9.6,1920.0,CONSIDER,Value-add opportunity with good potential
849,187000.0,64.2,0,20,9.6,1496.0,CONSIDER,Value-add opportunity with good potential
850,131500.0,61.7,15,30,9.6,1052.0,CONSIDER,Value-add opportunity with good potential
851,215000.0,61.7,15,30,9.6,1720.0,CONSIDER,Value-add opportunity with good potential
852,164000.0,58.2,0,10,9.6,1312.0,HOLD,Monitor for better entry point
853,158000.0,59.2,0,10,9.6,1264.0,HOLD,Monitor for better entry point
854,170000.0,57.2,0,10,9.6,1360.0,HOLD,Monitor for better entry point
855,127000.0,69.2,0,30,9.6,1016.0,CONSIDER,Value-add opportunity with good potential
856,147000.0,55.2,0,0,9.6,1176.0,HOLD,Monitor for better entry point
857,174000.0,54.2,0,0,9.6,1392.0,HOLD,Monitor for better entry point
858,152000.0,54.2,0,0,9.6,1216.0,HOLD,Monitor for better entry point
859,250000.0,68.2,0,30,9.6,2000.0,CONSIDER,Value-add opportunity with good potential
860,189950.0,60.2,30,30,9.6,1519.6000000000001,CONSIDER,Value-add opportunity with good potential
861,131500.0,57.2,0,10,9.6,1052.0,HOLD,Monitor for better entry point
862,152000.0,54.2,0,0,9.6,1216.0,HOLD,Monitor for better entry point
863,132500.0,58.2,0,10,9.6,1060.0,HOLD,Monitor for better entry point
864,250580.0,66.2,0,30,9.6,2004.64,CONSIDER,Value-add opportunity with good potential
865,148500.0,55.2,0,0,9.6,1188.0,HOLD,Monitor for better entry point
866,248900.0,66.2,0,30,9.6,1991.2,CONSIDER,Value-add opportunity with good potential
867,129000.0,58.2,0,10,9.6,1032.0,HOLD,Monitor for better entry point
868,169000.0,59.2,0,10,9.6,1352.0,HOLD,Monitor for better entry point
869,236000.0,54.2,0,0,9.6,1888.0,HOLD,Monitor for better entry point
870,109500.0,58.2,0,10,9.6,876.0,HOLD,Monitor for better entry point
871,200500.0,54.2,0,0,9.6,1604.0,HOLD,Monitor for better entry point
872,116000.0,68.2,0,30,9.6,928.0,CONSIDER,Value-add opportunity with good potential
873,133000.0,68.2,0,30,9.6,1064.0,CONSIDER,Value-add opportunity with good potential
874,66500.0,59.2,0,10,9.6,532.0,HOLD,Monitor for better entry point
875,303477.0,66.2,0,30,9.6,2427.8160000000003,CONSIDER,Value-add opportunity with good potential
876,132250.0,58.2,0,10,9.6,1058.0,HOLD,Monitor for better entry point
877,350000.0,66.2,0,30,9.6,2800.0,CONSIDER,Value-add opportunity with good potential
878,148000.0,68.2,0,30,9.6,1184.0,CONSIDER,Value-add opportunity with good potential
879,136500.0,71.2,0,35,9.6,1092.0,BUY,Solid investment with good risk-adjusted returns
880,157000.0,66.2,0,30,9.6,1256.0,CONSIDER,Value-add opportunity with good potential
881,187500.0,60.2,0,15,9.6,1500.0,CONSIDER,Value-add opportunity with good potential
882,178000.0,54.2,0,0,9.6,1424.0,HOLD,Monitor for better entry point
883,118500.0,49.2,30,10,9.6,948.0,AVOID,High risk or poor return potential
884,100000.0,58.2,0,10,9.6,800.0,HOLD,Monitor for better entry point
885,328900.0,60.2,0,15,9.6,2631.2000000000003,CONSIDER,Value-add opportunity with good potential
886,145000.0,58.2,0,10,9.6,1160.0,HOLD,Monitor for better entry point
887,135500.0,68.2,0,30,9.6,1084.0,CONSIDER,Value-add opportunity with good potential
888,268000.0,55.2,0,0,9.6,2144.0,HOLD,Monitor for better entry point
889,149500.0,57.2,0,10,9.6,1196.0,HOLD,Monitor for better entry point
890,122900.0,68.2,0,30,9.600000000000001,983.2,CONSIDER,Value-add opportunity with good potential
891,172500.0,54.2,0,0,9.6,1380.0,HOLD,Monitor for better entry point
892,154500.0,69.2,0,30,9.6,1236.0,CONSIDER,Value-add opportunity with good potential
893,165000.0,58.2,0,10,9.6,1320.0,HOLD,Monitor for better entry point
894,118858.0,54.2,0,0,9.6,950.864,HOLD,Monitor for better entry point
895,140000.0,58.2,0,10,9.6,1120.0,HOLD,Monitor for better entry point
896,106500.0,50.2,30,10,9.6,852.0,HOLD,Monitor for better entry point
897,142953.0,54.2,0,0,9.6,1143.624,HOLD,Monitor for better entry point
898,611657.0,66.2,0,30,9.6,4893.256,CONSIDER,Value-add opportunity with good potential
899,135000.0,68.2,0,30,9.6,1080.0,CONSIDER,Value-add opportunity with good potential
900,110000.0,55.2,0,0,9.6,880.0,HOLD,Monitor for better entry point
901,153000.0,68.2,0,30,9.6,1224.0,CONSIDER,Value-add opportunity with good potential
902,180000.0,66.2,0,30,9.6,1440.0,CONSIDER,Value-add opportunity with good potential
903,240000.0,72.2,0,45,9.6,1920.0,BUY,Solid investment with good risk-adjusted returns
904,125500.0,59.2,0,10,9.6,1004.0,HOLD,Monitor for better entry point
905,128000.0,58.2,0,10,9.6,1024.0,HOLD,Monitor for better entry point
906,255000.0,66.2,0,30,9.6,2040.0,CONSIDER,Value-add opportunity with good potential
907,250000.0,59.2,30,30,9.6,2000.0,HOLD,Monitor for better entry point
908,131000.0,54.2,0,0,9.6,1048.0,HOLD,Monitor for better entry point
909,174000.0,66.2,0,30,9.6,1392.0,CONSIDER,Value-add opportunity with good potential
910,154300.0,58.2,0,10,9.6,1234.4,HOLD,Monitor for better entry point
911,143500.0,70.2,0,35,9.6,1148.0,BUY,Solid investment with good risk-adjusted returns
912,88000.0,59.2,30,30,9.6,704.0,HOLD,Monitor for better entry point
913,145000.0,59.2,0,10,9.6,1160.0,HOLD,Monitor for better entry point
914,173733.0,61.7,15,30,9.600000000000001,1389.864,CONSIDER,Value-add opportunity with good potential
915,75000.0,49.7,15,0,9.6,600.0,AVOID,High risk or poor return potential
916,35311.0,42.7,45,10,9.6,282.488,AVOID,High risk or poor return potential
917,135000.0,59.2,0,10,9.6,1080.0,HOLD,Monitor for better entry point
918,238000.0,54.2,0,0,9.6,1904.0,HOLD,Monitor for better entry point
919,176500.0,69.2,0,30,9.6,1412.0,CONSIDER,Value-add opportunity with good potential
920,201000.0,54.2,0,0,9.6,1608.0,HOLD,Monitor for better entry point
921,145900.0,59.2,30,30,9.600000000000001,1167.2,HOLD,Monitor for better entry point
922,169990.0,66.2,0,30,9.6,1359.92,CONSIDER,Value-add opportunity with good potential
923,193000.0,54.2,0,0,9.6,1544.0,HOLD,Monitor for better entry point
924,207500.0,55.2,0,0,9.6,1660.0,HOLD,Monitor for better entry point
925,175000.0,55.2,0,0,9.6,1400.0,HOLD,Monitor for better entry point
926,285000.0,66.2,0,30,9.6,2280.0,CONSIDER,Value-add opportunity with good potential
927,176000.0,58.2,0,10,9.6,1408.0,HOLD,Monitor for better entry point
928,236500.0,66.2,0,30,9.6,1892.0,CONSIDER,Value-add opportunity with good potential
929,222000.0,54.2,0,0,9.6,1776.0,HOLD,Monitor for better entry point
930,201000.0,66.2,0,30,9.6,1608.0,CONSIDER,Value-add opportunity with good potential
931,117500.0,59.2,0,10,9.6,940.0,HOLD,Monitor for better entry point
932,320000.0,66.2,0,30,9.6,2560.0,CONSIDER,Value-add opportunity with good potential
933,190000.0,66.2,0,30,9.6,1520.0,CONSIDER,Value-add opportunity with good potential
934,242000.0,68.2,0,30,9.6,1936.0,CONSIDER,Value-add opportunity with good potential
935,79900.0,49.2,30,10,9.6,639.2,AVOID,High risk or poor return potential
936,184900.0,66.2,0,30,9.6,1479.2,CONSIDER,Value-add opportunity with good potential
937,253000.0,66.2,0,30,9.6,2024.0,CONSIDER,Value-add opportunity with good potential
938,239799.0,66.2,0,30,9.6,1918.392,CONSIDER,Value-add opportunity with good potential
939,244400.0,68.2,0,30,9.6,1955.2,CONSIDER,Value-add opportunity with good potential
940,150900.0,54.2,0,0,9.600000000000001,1207.2,HOLD,Monitor for better entry point
941,214000.0,54.2,0,0,9.6,1712.0,HOLD,Monitor for better entry point
942,150000.0,44.7,25,0,9.6,1200.0,AVOID,High risk or poor return potential
943,143000.0,57.2,0,10,9.6,1144.0,HOLD,Monitor for better entry point
944,137500.0,65.2,0,25,9.6,1100.0,CONSIDER,Value-add opportunity with good potential
945,124900.0,50.2,30,10,9.600000000000001,999.2,HOLD,Monitor for better entry point
946,143000.0,59.2,0,10,9.6,1144.0,HOLD,Monitor for better entry point
947,270000.0,66.2,0,30,9.6,2160.0,CONSIDER,Value-add opportunity with good potential
948,192500.0,66.2,0,30,9.6,1540.0,CONSIDER,Value-add opportunity with good potential
949,197500.0,64.2,0,20,9.6,1580.0,CONSIDER,Value-add opportunity with good potential
950,129000.0,69.2,0,30,9.6,1032.0,CONSIDER,Value-add opportunity with good potential
951,119900.0,58.2,0,10,9.600000000000001,959.2,HOLD,Monitor for better entry point
952,133900.0,65.2,0,20,9.600000000000001,1071.2,CONSIDER,Value-add opportunity with good potential
953,172000.0,57.2,0,10,9.6,1376.0,HOLD,Monitor for better entry point
954,127500.0,60.2,0,15,9.6,1020.0,CONSIDER,Value-add opportunity with good potential
955,145000.0,59.2,0,10,9.6,1160.0,HOLD,Monitor for better entry point
956,124000.0,50.7,15,0,9.6,992.0,HOLD,Monitor for better entry point
957,132000.0,58.2,0,10,9.6,1056.0,HOLD,Monitor for better entry point
958,185000.0,66.2,0,30,9.6,1480.0,CONSIDER,Value-add opportunity with good potential
959,155000.0,49.7,15,0,9.6,1240.0,AVOID,High risk or poor return potential
960,116500.0,68.2,0,30,9.6,932.0,CONSIDER,Value-add opportunity with good potential
961,272000.0,64.2,0,20,9.6,2176.0,CONSIDER,Value-add opportunity with good potential
962,155000.0,50.7,15,0,9.6,1240.0,HOLD,Monitor for better entry point
963,239000.0,66.2,0,30,9.6,1912.0,CONSIDER,Value-add opportunity with good potential
964,214900.0,66.2,0,30,9.6,1719.2,CONSIDER,Value-add opportunity with good potential
965,178900.0,66.2,0,30,9.6,1431.2,CONSIDER,Value-add opportunity with good potential
966,160000.0,68.2,0,30,9.6,1280.0,CONSIDER,Value-add opportunity with good potential
967,135000.0,68.2,0,30,9.6,1080.0,CONSIDER,Value-add opportunity with good potential
968,37900.0,50.2,30,10,9.6,303.2,HOLD,Monitor for better entry point
969,140000.0,58.2,0,10,9.6,1120.0,HOLD,Monitor for better entry point
970,135000.0,57.2,0,10,9.6,1080.0,HOLD,Monitor for better entry point
971,173000.0,61.7,15,30,9.6,1384.0,CONSIDER,Value-add opportunity with good potential
972,99500.0,54.2,0,0,9.6,796.0,HOLD,Monitor for better entry point
973,182000.0,66.2,0,30,9.6,1456.0,CONSIDER,Value-add opportunity with good potential
974,167500.0,60.2,30,30,9.6,1340.0,CONSIDER,Value-add opportunity with good potential
975,165000.0,49.7,15,0,9.6,1320.0,AVOID,High risk or poor return potential
976,85500.0,59.2,30,30,9.6,684.0,HOLD,Monitor for better entry point
977,199900.0,61.7,15,30,9.6,1599.2,CONSIDER,Value-add opportunity with good potential
978,110000.0,58.2,0,10,9.6,880.0,HOLD,Monitor for better entry point
979,139000.0,59.2,0,10,9.6,1112.0,HOLD,Monitor for better entry point
980,178400.0,70.2,0,30,9.6,1427.2,BUY,Solid investment with good risk-adjusted returns
981,336000.0,54.2,0,0,9.6,2688.0,HOLD,Monitor for better entry point
982,159895.0,61.7,15,30,9.600000000000001,1279.16,CONSIDER,Value-add opportunity with good potential
983,255900.0,66.2,0,30,9.6,2047.2,CONSIDER,Value-add opportunity with good potential
984,126000.0,54.2,0,0,9.6,1008.0,HOLD,Monitor for better entry point
985,125000.0,58.2,0,10,9.6,1000.0,HOLD,Monitor for better entry point
986,117000.0,60.2,30,30,9.6,936.0,CONSIDER,Value-add opportunity with good potential
987,395192.0,66.2,0,30,9.6,3161.536,CONSIDER,Value-add opportunity with good potential
988,195000.0,55.2,0,0,9.6,1560.0,HOLD,Monitor for better entry point
989,197000.0,66.2,0,30,9.6,1576.0,CONSIDER,Value-add opportunity with good potential
990,348000.0,54.2,0,0,9.6,2784.0,HOLD,Monitor for better entry point
991,168000.0,61.2,30,30,9.6,1344.0,CONSIDER,Value-add opportunity with good potential
992,187000.0,69.2,0,30,9.6,1496.0,CONSIDER,Value-add opportunity with good potential
993,173900.0,66.2,0,30,9.6,1391.2,CONSIDER,Value-add opportunity with good potential
994,337500.0,66.2,0,30,9.6,2700.0,CONSIDER,Value-add opportunity with good potential
995,121600.0,63.7,15,30,9.6,972.8000000000001,CONSIDER,Value-add opportunity with good potential
996,136500.0,59.2,0,10,9.6,1092.0,HOLD,Monitor for better entry point
997,185000.0,55.2,0,0,9.6,1480.0,HOLD,Monitor for better entry point
998,91000.0,48.2,30,10,9.6,728.0,AVOID,High risk or poor return potential
999,206000.0,66.2,0,30,9.6,1648.0,CONSIDER,Value-add opportunity with good potential
1000,82000.0,48.7,25,10,9.6,656.0,AVOID,High risk or poor return potential
1001,86000.0,50.2,30,10,9.6,688.0,HOLD,Monitor for better entry point
1002,232000.0,66.2,0,30,9.6,1856.0,CONSIDER,Value-add opportunity with good potential
1003,136905.0,55.2,0,0,9.6,1095.24,HOLD,Monitor for better entry point
1004,181000.0,61.7,15,30,9.6,1448.0,CONSIDER,Value-add opportunity with good potential
1005,149900.0,65.2,0,20,9.600000000000001,1199.2,CONSIDER,Value-add opportunity with good potential
1006,163500.0,44.7,25,0,9.6,1308.0,AVOID,High risk or poor return potential
