MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,SalePrice,TotalBsmtSF_bin,YearBuilt_bin,YearRemodAdd_bin,LotArea_bin,BsmtFinSF2_bin,Decade,PropertyAge,AgeGroup,LogSalePrice,IsRenovated,IsCulDeSac
60,RL,10769,Inside,1Fam,5,2007,2007,VinylSd,0.0,866.0,212000.0,Low,Very High,Very High,High,Very Low,2000,13,Recent (10-20),12.264346270624157,0,0
60,RL,11616,CulDSac,1Fam,5,1978,1978,HdBoard,0.0,672.0,158900.0,Very Low,Medium,Low,High,Very Low,1970,42,Established (20-50),11.97603664577121,0,1
160,FV,2280,Inside,Twnhs,5,1999,1999,MetalSd,0.0,744.0,179400.0,Very Low,High,High,Very Low,Very Low,1990,21,Established (20-50),12.097378802727306,0,0
60,RL,12257,Inside,1Fam,5,1995,1995,VinylSd,64.0,1318.0,290000.0,High,High,Medium,Very High,Very Low,1990,25,Established (20-50),12.577639650232573,0,0
20,RL,9100,Inside,1Fam,6,1959,1959,Wd Sdng,0.0,864.0,127500.0,Low,Low,Very Low,Medium,Very Low,1950,61,Mature (50-100),11.755879486687116,0,0
30,RM,6911,FR2,1Fam,5,1924,1950,Wd Sdng,0.0,1145.0,100000.0,High,Very Low,Very Low,Very Low,Very Low,1920,96,Mature (50-100),11.51293546492023,1,0
60,FV,8640,Inside,1Fam,5,2009,2009,VinylSd,0.0,756.0,215200.0,Low,Very High,Very High,Low,Very Low,2000,11,Recent (10-20),12.279327754099118,0,0
60,RL,9430,Inside,1Fam,5,1999,1999,VinylSd,0.0,1252.0,337000.0,High,High,High,Medium,Very Low,1990,21,Established (20-50),12.727841176689147,0,0
120,RL,9549,CulDSac,TwnhsE,5,1995,1996,BrkFace,1057.0,1494.0,270000.0,Very High,High,Medium,Medium,Very Low,1990,25,Established (20-50),12.506180941677357,1,1
20,RL,14587,Inside,1Fam,5,2008,2008,VinylSd,0.0,1498.0,264132.0,Very High,Very High,Very High,Very High,Very Low,2000,12,Recent (10-20),12.484208043148733,0,0
60,RL,10421,Inside,1Fam,5,1988,1988,HdBoard,0.0,980.0,196500.0,Medium,High,Medium,High,Very Low,1980,32,Established (20-50),12.188422799337028,0,0
50,RL,12508,Inside,1Fam,7,1940,1985,VinylSd,0.0,983.0,160000.0,Medium,Very Low,Medium,Very High,Very Low,1940,80,Mature (50-100),11.982935344196433,1,0
20,RL,9100,Inside,1Fam,5,2004,2005,VinylSd,0.0,1860.0,216837.0,Very High,Very High,High,Medium,Very Low,2000,16,Recent (10-20),12.28690580994122,1,0
60,RL,53504,CulDSac,1Fam,5,2003,2003,CemntBd,0.0,1650.0,538000.0,Very High,High,High,Very High,Very Low,2000,17,Recent (10-20),13.195615697878253,0,1
85,RL,7252,CulDSac,1Fam,5,1982,1982,Wd Sdng,0.0,858.0,134900.0,Low,Medium,Medium,Low,Very Low,1980,38,Established (20-50),11.812296455066814,0,1
20,RL,8877,Inside,1Fam,5,1951,1951,Wd Sdng,0.0,836.0,102000.0,Low,Low,Very Low,Medium,Very Low,1950,69,Mature (50-100),11.532737896139919,0,0
80,RL,7819,Inside,1Fam,5,1976,1976,Plywood,127.0,1029.0,107000.0,Medium,Medium,Low,Low,Very Low,1970,44,Established (20-50),11.580593459194764,0,0
20,RL,10150,Inside,1Fam,5,1958,1958,Wd Sdng,0.0,912.0,114500.0,Medium,Low,Very Low,Medium,Very Low,1950,62,Mature (50-100),11.648338835562747,0,0
20,RL,14226,Corner,1Fam,5,2006,2006,VinylSd,0.0,1935.0,395000.0,Very High,Very High,Very High,Very High,Very Low,2000,14,Recent (10-20),12.886643575525625,0,0
120,RM,4500,FR2,TwnhsE,5,1998,1998,VinylSd,0.0,1204.0,162000.0,High,High,Medium,Very Low,Very Low,1990,22,Established (20-50),11.995357787034976,0,0
20,RL,11210,Inside,1Fam,5,2005,2006,VinylSd,0.0,1614.0,221500.0,Very High,Very High,Very High,High,Very Low,2000,15,Recent (10-20),12.308182383129823,1,0
20,RL,13350,Inside,1Fam,5,1974,1974,HdBoard,0.0,864.0,142500.0,Low,Medium,Low,Very High,Very Low,1970,46,Established (20-50),11.86710429621008,0,0
90,RH,8400,Inside,Duplex,5,1977,1977,Plywood,0.0,0.0,144000.0,Very Low,Medium,Low,Low,Very Low,1970,43,Established (20-50),11.87757552297847,0,0
90,RL,10530,Inside,Duplex,5,1977,1977,Plywood,0.0,975.0,135000.0,Medium,Medium,Low,High,Very Low,1970,43,Established (20-50),11.813037464800539,0,0
20,RL,7875,Inside,1Fam,5,1995,1996,HdBoard,0.0,1237.0,176000.0,High,High,Medium,Low,Very Low,1990,25,Established (20-50),12.07824495582233,1,0
60,RL,7153,Inside,1Fam,5,1992,1992,VinylSd,0.0,761.0,175900.0,Low,High,Medium,Low,Very Low,1990,28,Established (20-50),12.077676615757813,0,0
20,RL,16285,Inside,1Fam,5,2001,2002,VinylSd,0.0,1413.0,187100.0,Very High,High,High,Very High,Very Low,2000,19,Recent (10-20),12.139403856983334,1,0
85,RL,9101,Corner,1Fam,6,1978,1978,Plywood,0.0,1097.0,165500.0,High,Medium,Low,Medium,Very Low,1970,42,Established (20-50),12.016732516077072,0,0
75,RM,6300,Inside,1Fam,6,1914,2001,Wd Sdng,0.0,742.0,128000.0,Very Low,Very Low,High,Very Low,Very Low,1910,106,Historic (100+),11.759793355371237,1,0
20,RL,9790,Inside,1Fam,5,1967,1967,BrkFace,630.0,1372.0,161500.0,High,Medium,Low,Medium,Very Low,1960,53,Mature (50-100),11.992266613576142,0,0
50,RM,10800,Inside,1Fam,6,1915,1950,MetalSd,0.0,686.0,139000.0,Very Low,Very Low,Very Low,High,Very Low,1910,105,Historic (100+),11.842236406331555,1,0
60,RL,10142,Inside,1Fam,5,2004,2004,VinylSd,0.0,956.0,233000.0,Medium,Very High,High,Medium,Very Low,2000,16,Recent (10-20),12.358798024384122,0,0
20,RM,6000,Corner,1Fam,7,1954,2000,MetalSd,0.0,901.0,107900.0,Low,Low,High,Very Low,Very Low,1950,66,Mature (50-100),11.588969419043872,1,0
60,RL,12205,Inside,1Fam,8,1966,2007,HdBoard,0.0,832.0,187500.0,Low,Medium,Very High,High,Very Low,1960,54,Mature (50-100),12.141539457711714,1,0
120,RL,3182,Inside,TwnhsE,5,2005,2006,VinylSd,0.0,1145.0,160200.0,High,Very High,Very High,Very Low,Very Low,2000,15,Recent (10-20),11.984184555794167,1,0
80,RL,11333,Corner,1Fam,5,1976,1976,HdBoard,0.0,1029.0,146800.0,Medium,Medium,Low,High,Very Low,1970,44,Established (20-50),11.896833207128452,0,0
60,RL,9920,CulDSac,1Fam,5,1996,1997,MetalSd,0.0,1117.0,269790.0,High,High,Medium,Medium,Very Low,1990,24,Established (20-50),12.505402864156405,1,1
20,RL,9158,Inside,1Fam,5,2007,2007,CemntBd,0.0,1496.0,225000.0,Very High,Very High,Very High,Medium,Very Low,2000,13,Recent (10-20),12.323860125621126,0,0
60,RL,10832,Corner,1Fam,5,1994,1996,MetalSd,0.0,712.0,194500.0,Very Low,High,Medium,High,Very Low,1990,26,Established (20-50),12.178192583415596,1,0
60,RL,8400,Inside,1Fam,6,1980,1981,HdBoard,0.0,650.0,171000.0,Very Low,Medium,Medium,Low,Very Low,1980,40,Established (20-50),12.049424683420915,1,0
20,RL,8197,Inside,1Fam,5,1977,1977,Plywood,0.0,660.0,143500.0,Very Low,Medium,Low,Low,Very Low,1970,43,Established (20-50),11.874097282798648,0,0
20,RL,7677,Inside,1Fam,5,1953,1953,VinylSd,0.0,773.0,110000.0,Low,Low,Very Low,Low,Very Low,1950,67,Mature (50-100),11.608244735642321,0,0
60,RL,13518,Inside,1Fam,5,2008,2009,VinylSd,0.0,1926.0,485000.0,Very High,Very High,Very High,Very High,Very Low,2000,12,Recent (10-20),13.091906231773164,1,0
50,RL,7200,Corner,1Fam,7,1937,1950,Wd Sdng,0.0,731.0,175000.0,Very Low,Very Low,Very Low,Low,Very Low,1930,83,Mature (50-100),12.07254696717504,1,0
60,RL,12798,Inside,1Fam,5,1997,1997,VinylSd,0.0,616.0,200000.0,Very Low,High,Medium,Very High,Very Low,1990,23,Established (20-50),12.206077645517674,0,0
30,RM,4800,Inside,1Fam,7,1916,1990,MetalSd,0.0,1196.0,109900.0,High,Very Low,Medium,Very Low,Very Low,1910,104,Historic (100+),11.60733523953139,1,0
60,RL,8199,Inside,1Fam,5,2005,2005,WdShing,0.0,728.0,189000.0,Very Low,Very High,High,Low,Very Low,2000,15,Recent (10-20),12.149507585033072,0,0
60,RL,13891,Inside,1Fam,5,2008,2009,VinylSd,0.0,1734.0,582933.0,Very High,Very High,Very High,Very High,Very Low,2000,12,Recent (10-20),13.275829251377,1,0
20,RL,9000,Inside,1Fam,5,1954,1954,Wd Sdng,0.0,936.0,118000.0,Medium,Low,Very Low,Medium,Very Low,1950,66,Mature (50-100),11.678448377988165,0,0
20,RL,12274,FR2,1Fam,5,2008,2008,VinylSd,0.0,1417.0,227680.0,Very High,Very High,Very High,Very High,Very Low,2000,12,Recent (10-20),12.335700805443338,0,0
80,RL,9750,Inside,1Fam,5,1967,1967,VinylSd,480.0,980.0,135500.0,Medium,Medium,Low,Medium,Very Low,1960,53,Mature (50-100),11.816734299348461,0,0
70,RL,21384,Inside,1Fam,6,1923,2004,Wd Sdng,0.0,1324.0,223500.0,High,Very Low,High,Very High,Very Low,1920,97,Mature (50-100),12.317171167298682,1,0
80,RL,13400,Inside,1Fam,5,1966,1966,VinylSd,128.0,1024.0,159950.0,Medium,Medium,Low,Very High,Very Low,1960,54,Mature (50-100),11.982622797311857,0,0
75,RM,8100,Corner,1Fam,5,1898,1965,AsbShng,0.0,849.0,106000.0,Low,Very Low,Low,Low,Very Low,1890,122,Historic (100+),11.571203807011969,1,0
20,RL,10140,Inside,1Fam,6,1974,1999,HdBoard,377.0,1040.0,181000.0,Medium,Medium,High,Medium,Very Low,1970,46,Established (20-50),12.10625783509458,1,0
120,RM,4438,Inside,TwnhsE,5,2004,2004,VinylSd,0.0,848.0,144500.0,Low,Very High,High,Very Low,Very Low,2000,16,Recent (10-20),11.881041706925902,0,0
20,C (all),8712,Inside,1Fam,5,1952,1952,Wd Sdng,0.0,540.0,55993.0,Very Low,Low,Very Low,Low,Very Low,1950,68,Mature (50-100),10.932999821119937,0,0
20,RL,9750,Inside,1Fam,6,1958,1958,MetalSd,0.0,1442.0,157900.0,Very High,Low,Very Low,Medium,Very Low,1950,62,Mature (50-100),11.969723533345908,0,0
50,RL,8248,Inside,1Fam,7,1918,1950,Stucco,0.0,686.0,116000.0,Very Low,Very Low,Very Low,Low,Very Low,1910,102,Historic (100+),11.661354090741,1,0
20,RL,12137,CulDSac,1Fam,5,1998,1998,VinylSd,0.0,1649.0,224900.0,Very High,High,Medium,High,Very Low,1990,22,Established (20-50),12.323415584358154,0,1
20,RL,11425,Corner,1Fam,6,1954,1954,BrkFace,0.0,1008.0,137000.0,Medium,Low,Very Low,High,Very Low,1950,66,Mature (50-100),11.827743504053695,0,0
20,RL,13265,CulDSac,1Fam,5,2002,2002,CemntBd,0.0,1568.0,271000.0,Very High,High,High,Very High,Very Low,2000,18,Recent (10-20),12.509877789891931,0,1
80,RL,8816,Inside,1Fam,7,1971,1971,HdBoard,0.0,1010.0,155000.0,Medium,Medium,Low,Medium,Very Low,1970,49,Established (20-50),11.951186847493476,0,0
120,RL,6371,Inside,TwnhsE,5,2009,2010,VinylSd,0.0,1358.0,224000.0,High,Very High,Very High,Very Low,Very Low,2000,11,Recent (10-20),12.319405795112926,1,0
60,RL,7226,CulDSac,1Fam,5,2003,2003,VinylSd,0.0,798.0,183000.0,Low,High,High,Low,Very Low,2000,17,Recent (10-20),12.117246896289503,0,1
20,RM,6000,Inside,2fmCon,4,1953,1953,MetalSd,0.0,936.0,93000.0,Medium,Low,Very Low,Very Low,Very Low,1950,67,Mature (50-100),11.440365524765756,0,0
60,RL,12394,Corner,1Fam,5,2003,2003,VinylSd,0.0,847.0,225000.0,Low,High,High,Very High,Very Low,2000,17,Recent (10-20),12.323860125621126,0,0
50,RL,9900,Inside,1Fam,7,1940,1950,VinylSd,0.0,778.0,139500.0,Low,Very Low,Very Low,Medium,Very Low,1940,80,Mature (50-100),11.845827048676645,1,0
20,FV,11216,Inside,1Fam,5,2006,2006,VinylSd,0.0,1489.0,232600.0,Very High,Very High,Very High,High,Very Low,2000,14,Recent (10-20),12.357079818283598,0,0
20,RL,14803,Inside,1Fam,5,2007,2008,CemntBd,0.0,2078.0,385000.0,Very High,Very High,Very High,Very High,Very Low,2000,13,Recent (10-20),12.861001210669146,1,0
45,RM,6130,Inside,1Fam,6,1924,1950,MetalSd,0.0,784.0,109500.0,Low,Very Low,Very Low,Very Low,Very Low,1920,96,Mature (50-100),11.603688960617083,1,0
20,RL,8529,Inside,1Fam,5,2001,2001,VinylSd,0.0,1454.0,189000.0,Very High,High,High,Low,Very Low,2000,19,Recent (10-20),12.149507585033072,0,0
60,RL,28698,CulDSac,1Fam,5,1967,1967,Plywood,764.0,1013.0,185000.0,Medium,Medium,Low,Very High,Very Low,1960,53,Mature (50-100),12.128116509451258,0,1
160,FV,2544,Inside,Twnhs,5,2005,2005,MetalSd,0.0,600.0,147400.0,Very Low,Very High,High,Very Low,Very Low,2000,15,Recent (10-20),11.900912042974875,0,0
20,RL,11900,Corner,1Fam,5,1957,1957,HdBoard,0.0,1392.0,166000.0,Very High,Low,Very Low,High,Very Low,1950,63,Mature (50-100),12.019749091416921,0,0
160,FV,3180,Inside,TwnhsE,5,2005,2005,MetalSd,0.0,600.0,151000.0,Very Low,Very High,High,Very Low,Very Low,2000,15,Recent (10-20),11.92504173829169,0,0
60,RL,9548,CulDSac,1Fam,6,2003,2003,VinylSd,0.0,941.0,237000.0,Medium,High,High,Medium,Very Low,2000,17,Recent (10-20),12.37581963951765,0,1
20,RL,10004,Inside,1Fam,6,1964,1964,HdBoard,345.0,1516.0,167000.0,Very High,Low,Low,Medium,Very Low,1960,56,Mature (50-100),12.025755079404917,0,0
20,RL,7875,Inside,1Fam,6,1961,1961,VinylSd,0.0,1144.0,139950.0,High,Low,Very Low,Low,Very Low,1960,59,Mature (50-100),11.849047640327147,0,0
20,RL,9600,Inside,1Fam,7,1950,1995,VinylSd,0.0,1067.0,128000.0,Medium,Low,Medium,Medium,Very Low,1950,70,Mature (50-100),11.759793355371237,1,0
30,RM,8100,Inside,1Fam,6,1948,1973,VinylSd,0.0,1559.0,153500.0,Very High,Low,Low,Low,Very Low,1940,72,Mature (50-100),11.941462360646149,1,0
160,RM,1680,Inside,Twnhs,5,1973,1973,HdBoard,0.0,483.0,100000.0,Very Low,Medium,Low,Very Low,Very Low,1970,47,Established (20-50),11.51293546492023,0,0
20,RL,9525,Inside,1Fam,6,1995,2006,VinylSd,0.0,1099.0,144000.0,High,High,Very High,Medium,Very Low,1990,25,Established (20-50),11.87757552297847,1,0
50,RL,11767,Inside,1Fam,6,1946,1995,MetalSd,0.0,768.0,130500.0,Low,Very Low,Medium,High,Very Low,1940,74,Mature (50-100),11.779136168550774,1,0
70,RH,12155,Inside,1Fam,8,1925,1950,Wd Sdng,0.0,672.0,140000.0,Very Low,Very Low,Very Low,High,Very Low,1920,95,Mature (50-100),11.849404844423074,1,0
70,RM,10440,Inside,1Fam,8,1904,2002,MetalSd,0.0,650.0,157500.0,Very Low,Very Low,High,High,Very Low,1900,116,Historic (100+),11.967187086434018,1,0
80,RL,9020,Inside,1Fam,7,1966,1966,HdBoard,539.0,1127.0,174900.0,High,Medium,Low,Medium,Very Low,1960,54,Mature (50-100),12.071975378543236,0,0
90,RL,8000,Corner,Duplex,4,1961,1961,BrkFace,0.0,1800.0,141000.0,Very High,Low,Very Low,Low,Very Low,1960,59,Mature (50-100),11.856522261533737,0,0
50,RM,12665,Inside,1Fam,8,1915,1950,Wd Sdng,0.0,876.0,153900.0,Low,Very Low,Very Low,Very High,Very Low,1910,105,Historic (100+),11.944064817531656,1,0
85,RL,16647,CulDSac,1Fam,5,1975,1981,HdBoard,0.0,1390.0,171000.0,High,Medium,Medium,Very High,Very Low,1970,45,Established (20-50),12.049424683420915,1,1
60,RL,9317,Inside,1Fam,5,1993,1993,HdBoard,0.0,740.0,213000.0,Very Low,High,Medium,Medium,Very Low,1990,27,Established (20-50),12.269052139516223,0,0
20,RL,15523,CulDSac,1Fam,6,1972,1972,HdBoard,0.0,864.0,133500.0,Low,Medium,Low,Very High,Very Low,1970,48,Established (20-50),11.80186424743109,0,1
50,RL,45600,Inside,1Fam,8,1908,1997,Wd Sdng,0.0,907.0,240000.0,Low,Very Low,Medium,Very High,Very Low,1900,112,Historic (100+),12.388398368982115,1,0
80,RL,9600,FR2,1Fam,7,1976,1994,Plywood,0.0,528.0,187000.0,Very Low,Medium,Medium,Medium,Very Low,1970,44,Established (20-50),12.138869243416009,1,0
120,RM,4435,Inside,TwnhsE,5,2003,2003,VinylSd,0.0,848.0,131500.0,Low,High,High,Very Low,Very Low,2000,17,Recent (10-20),11.78676973513378,0,0
120,RL,3196,Inside,TwnhsE,5,2003,2003,VinylSd,0.0,1273.0,215000.0,High,High,High,Very Low,Very Low,2000,17,Recent (10-20),12.278397958261774,0,0
75,RL,7128,Inside,1Fam,5,1941,1950,MetalSd,0.0,918.0,164000.0,Medium,Very Low,Very Low,Low,Very Low,1940,79,Mature (50-100),12.00762780434872,1,0
80,RL,12095,Corner,1Fam,6,1964,1964,MetalSd,0.0,1127.0,158000.0,High,Low,Low,High,Very Low,1960,56,Mature (50-100),11.970356641102999,0,0
20,RL,17920,Inside,1Fam,4,1955,1974,Wd Sdng,1085.0,1763.0,170000.0,Very High,Low,Low,Very High,Very Low,1950,65,Mature (50-100),12.04355959836804,1,0
20,RL,6897,Corner,1Fam,8,1962,2010,HdBoard,0.0,1040.0,127000.0,Medium,Low,Very High,Very Low,Very Low,1960,58,Mature (50-100),11.751950239425476,1,0
80,RL,10970,Inside,1Fam,6,1978,1978,Plywood,435.0,940.0,147000.0,Medium,Medium,Low,High,Very Low,1970,42,Established (20-50),11.898194668458823,0,0
60,RL,8125,Inside,1Fam,5,1994,1995,HdBoard,0.0,702.0,174000.0,Very Low,High,Medium,Low,Very Low,1990,26,Established (20-50),12.066816325306588,1,0
20,RL,10400,Inside,1Fam,5,1976,1976,HdBoard,0.0,1090.0,152000.0,High,Medium,Low,High,Very Low,1970,44,Established (20-50),11.931642378754141,0,0
60,RL,11029,Corner,1Fam,7,1968,1984,HdBoard,0.0,1054.0,250000.0,Medium,Medium,Medium,High,Very Low,1960,52,Mature (50-100),12.429220196836383,1,0
50,RL,7642,Corner,1Fam,8,1918,1998,Wd Sdng,0.0,912.0,189950.0,Medium,Very Low,Medium,Low,Very Low,1910,102,Historic (100+),12.154521423145216,1,0
190,RL,11625,Inside,2fmCon,4,1965,1965,Plywood,0.0,1039.0,131500.0,Medium,Low,Low,High,Very Low,1960,55,Mature (50-100),11.78676973513378,0,0
20,RL,9672,Corner,1Fam,5,1984,1985,HdBoard,0.0,1040.0,152000.0,Medium,Medium,Medium,Medium,Very Low,1980,36,Established (20-50),11.931642378754141,1,0
20,RL,7931,Inside,1Fam,5,1959,1959,BrkFace,0.0,1148.0,132500.0,High,Low,Very Low,Low,Very Low,1950,61,Mature (50-100),11.794345471549745,0,0
20,FV,8640,Inside,1Fam,5,2007,2008,VinylSd,0.0,1372.0,250580.0,High,Very High,Very High,Low,Very Low,2000,13,Recent (10-20),12.43153750053306,1,0
20,RL,8750,Inside,1Fam,6,1970,1970,MetalSd,0.0,1002.0,148500.0,Medium,Medium,Low,Low,Very Low,1970,50,Established (20-50),11.908346971208951,0,0
20,RL,10656,Inside,1Fam,5,2006,2007,VinylSd,0.0,1638.0,248900.0,Very High,Very High,Very High,High,Very Low,2000,14,Recent (10-20),12.424810506025395,1,0
20,RL,6970,Corner,1Fam,5,1961,1961,VinylSd,0.0,1040.0,129000.0,Medium,Low,Very Low,Very Low,Very Low,1960,59,Mature (50-100),11.767575435251748,0,0
60,RL,14762,Corner,1Fam,6,1948,1950,Plywood,0.0,0.0,169000.0,Very Low,Low,Very Low,Very High,Very Low,1940,72,Mature (50-100),12.037659911047468,1,0
60,RL,9938,Inside,1Fam,5,1993,1994,MetalSd,0.0,1050.0,236000.0,Medium,High,Medium,Medium,Very Low,1990,27,Established (20-50),12.371591321286905,1,0
20,RL,6600,Inside,1Fam,5,1962,1962,MetalSd,0.0,894.0,109500.0,Low,Low,Low,Very Low,Very Low,1960,58,Mature (50-100),11.603688960617083,0,0
60,RL,8750,Inside,1Fam,5,1998,1998,VinylSd,0.0,804.0,200500.0,Low,High,Medium,Low,Very Low,1990,22,Established (20-50),12.208574513247495,0,0
20,RL,8892,Corner,1Fam,7,1953,1996,WdShing,0.0,105.0,116000.0,Very Low,Low,Medium,Medium,Very Low,1950,67,Mature (50-100),11.661354090741,1,0
40,RL,12144,Inside,1Fam,7,1949,1950,HdBoard,0.0,832.0,133000.0,Low,Low,Very Low,High,Very Low,1940,71,Mature (50-100),11.798111925972618,1,0
50,RM,5720,Inside,1Fam,6,1941,1950,Wd Sdng,0.0,676.0,66500.0,Very Low,Very Low,Very Low,Very Low,Very Low,1940,79,Mature (50-100),11.104972264124868,1,0
60,FV,9000,Inside,1Fam,5,2007,2007,CemntBd,0.0,1184.0,303477.0,High,Very High,Very High,Medium,Very Low,2000,13,Recent (10-20),12.623064399210183,0,0
20,RL,25286,Inside,1Fam,5,1963,1963,HdBoard,0.0,1064.0,132250.0,Medium,Low,Low,Very High,Very Low,1960,57,Mature (50-100),11.792456911128632,0,0
60,RL,8834,Inside,1Fam,5,2004,2005,VinylSd,0.0,1462.0,350000.0,Very High,Very High,High,Medium,Very Low,2000,16,Recent (10-20),12.765691290604371,1,0
85,RL,11782,Inside,1Fam,7,1961,1995,HdBoard,0.0,1109.0,148000.0,High,Low,Medium,High,Very Low,1960,59,Mature (50-100),11.904974309480183,1,0
20,RL,7000,CulDSac,1Fam,8,1978,2005,VinylSd,0.0,864.0,136500.0,Low,Medium,High,Very Low,Very Low,1970,42,Established (20-50),11.824087219587643,1,1
20,RL,7024,Inside,1Fam,5,2005,2006,VinylSd,0.0,1090.0,157000.0,High,Very High,Very High,Very Low,Very Low,2000,15,Recent (10-20),11.964007453736912,1,0
50,RL,13758,CulDSac,1Fam,5,1990,1991,HdBoard,0.0,1156.0,187500.0,High,High,Medium,Very High,Very Low,1990,30,Established (20-50),12.141539457711714,1,1
60,RL,9636,Corner,1Fam,5,1992,1993,VinylSd,0.0,808.0,178000.0,Low,High,Medium,Medium,Very Low,1990,28,Established (20-50),12.08954444723597,1,0
75,RL,6204,Inside,1Fam,5,1912,1950,Wd Sdng,0.0,795.0,118500.0,Low,Very Low,Very Low,Very Low,Very Low,1910,108,Historic (100+),11.682676678340282,1,0
20,RL,7150,Inside,1Fam,5,1967,1967,HdBoard,0.0,892.0,100000.0,Low,Medium,Low,Low,Very Low,1960,53,Mature (50-100),11.51293546492023,0,0
120,FV,5119,CulDSac,TwnhsE,5,1999,2000,MetalSd,0.0,1698.0,328900.0,Very High,High,High,Very Low,Very Low,1990,21,Established (20-50),12.70351207261035,1,1
90,RL,8393,Corner,Duplex,5,1959,2005,MetalSd,0.0,1626.0,145000.0,Very High,Low,High,Low,Very Low,1950,61,Mature (50-100),11.884495917930655,1,0
50,RL,16466,Inside,1Fam,7,1955,1955,MetalSd,0.0,816.0,135500.0,Low,Low,Very Low,Very High,Very Low,1950,65,Mature (50-100),11.816734299348461,0,0
20,RL,15865,Inside,1Fam,6,1970,1970,Wd Sdng,823.0,2217.0,268000.0,Very High,Medium,Low,Very High,Very Low,1970,50,Established (20-50),12.498745990829315,0,0
20,RL,12160,Inside,1Fam,4,1953,1953,Wd Sdng,0.0,1505.0,149500.0,Very High,Low,Very Low,High,Very Low,1950,67,Mature (50-100),11.915058360753719,0,0
50,RL,8064,Corner,1Fam,7,1949,2006,MetalSd,0.0,672.0,122900.0,Very Low,Low,Very High,Low,Very Low,1940,71,Mature (50-100),11.719134432217524,1,0
60,RL,11184,Inside,1Fam,5,1978,1978,HdBoard,500.0,918.0,172500.0,Medium,Medium,Low,High,Very Low,1970,42,Established (20-50),12.058158312538197,0,0
20,RL,8414,Inside,1Fam,8,1963,2003,HdBoard,0.0,1059.0,154500.0,Medium,Low,High,Low,Very Low,1960,57,Mature (50-100),11.947955847790901,1,0
20,RL,13284,Inside,1Fam,5,1954,1954,Wd Sdng,0.0,1383.0,165000.0,High,Low,Very Low,Very High,Very Low,1950,66,Mature (50-100),12.013706813470414,0,0
90,RL,7018,Inside,Duplex,5,1979,1979,Plywood,0.0,0.0,118858.0,Very Low,Medium,Low,Very Low,Very Low,1970,41,Established (20-50),11.685693195625964,0,0
60,RL,7056,Inside,1Fam,5,1963,1963,HdBoard,0.0,780.0,140000.0,Low,Low,Low,Very Low,Very Low,1960,57,Mature (50-100),11.849404844423074,0,0
30,RM,8765,Inside,1Fam,6,1936,1950,Wd Sdng,0.0,951.0,106500.0,Medium,Very Low,Very Low,Low,Very Low,1930,84,Mature (50-100),11.575909653758895,1,0
90,RL,7018,Inside,Duplex,5,1979,1979,Plywood,0.0,0.0,142953.0,Very Low,Medium,Low,Very Low,Very Low,1970,41,Established (20-50),11.870278179170796,0,0
20,RL,12919,Inside,1Fam,5,2009,2010,VinylSd,0.0,2330.0,611657.0,Very High,Very High,Very High,Very High,Very Low,2000,11,Recent (10-20),13.323928581764989,1,0
20,RL,6993,Inside,1Fam,7,1961,1994,HdBoard,0.0,912.0,135000.0,Medium,Low,Medium,Very Low,Very Low,1960,59,Mature (50-100),11.813037464800539,1,0
20,RL,7340,Inside,1Fam,6,1971,1971,HdBoard,0.0,858.0,110000.0,Low,Medium,Low,Low,Very Low,1970,49,Established (20-50),11.608244735642321,0,0
20,RL,8712,Inside,1Fam,7,1957,2000,MetalSd,0.0,992.0,153000.0,Medium,Low,High,Low,Very Low,1950,63,Mature (50-100),11.938199736300925,1,0
60,RL,7875,Inside,1Fam,5,2003,2003,VinylSd,0.0,783.0,180000.0,Low,High,High,Low,Very Low,2000,17,Recent (10-20),12.100717685412471,0,0
20,RL,14859,CulDSac,1Fam,5,2006,2006,VinylSd,0.0,1670.0,240000.0,Very High,Very High,Very High,Very High,Very Low,2000,14,Recent (10-20),12.388398368982115,0,1
20,RL,6173,Inside,1Fam,6,1967,1967,HdBoard,0.0,876.0,125500.0,Low,Medium,Low,Very Low,Very Low,1960,53,Mature (50-100),11.74006900564972,0,0
20,RL,9920,Inside,1Fam,5,1954,1954,HdBoard,290.0,1056.0,128000.0,Medium,Low,Very Low,Medium,Very Low,1950,66,Mature (50-100),11.759793355371237,0,0
20,RL,13501,Corner,1Fam,5,2006,2006,VinylSd,0.0,1623.0,255000.0,Very High,Very High,Very High,Very High,Very Low,2000,14,Recent (10-20),12.449022745701502,0,0
50,RL,11500,Inside,1Fam,7,1936,1987,BrkFace,0.0,1017.0,250000.0,Medium,Very Low,Medium,High,Very Low,1930,84,Mature (50-100),12.429220196836383,1,0
20,RL,8885,Inside,1Fam,5,1983,1983,HdBoard,324.0,864.0,131000.0,Low,Medium,Medium,Medium,Very Low,1980,37,Established (20-50),11.782960235741939,0,0
60,RL,12589,Inside,1Fam,5,2005,2005,VinylSd,0.0,742.0,174000.0,Very Low,Very High,High,Very High,Very Low,2000,15,Recent (10-20),12.066816325306588,0,0
90,RL,11600,Corner,Duplex,5,1960,1960,MetalSd,0.0,1105.0,154300.0,High,Low,Very Low,High,Very Low,1960,60,Mature (50-100),11.946660519211651,0,0
